EXCURSION_ID,SEQ,TITLE,CONTENT
992932,80,Intro,Although the south of Ibiza is known for being fast paced there are areas where this part of the island takes a breath. This trip will introduce you to them. Everything starts with a drive. You&#8217;ll pass the people-free salt flats at Las Salinas and take in the views of the honeycomb-coloured coastal cliffs near Sa Caleta. Your first stop will be the hilltop town of San Jose. The whitewashed buildings in the centre of this town encase boutiques tapas bars and traditional restaurants where the menus fly the flag for Ibicencan food. When you&#8217;ve seen south Ibiza&#8217;s shier side we&#8217;ll take you back to island&#8217;s biggest extrovert &#8211; San Antonio. You&#8217;ll have an hour here to dictate your own sightseeing terms. Go super-yacht-spotting in the marina wander onto the beach or duck into a bar for a cocktail or a coffee while last night&#8217;s clubbers experience the morning after the night before.
992932,100,Excursion duration,4hrs
992932,118,Maximum Participation,250
970723,20,Unit Name,Island Tour
970723,80,Intro,You&#8217;ll experience the best of the White Isle on this day out. It starts with a visit to the Salinas salt flats where millennia ago locals made a living trading what was known as &#8216;white gold&#8217;. The town of San Jose is up next. It&#8217;s a typically Ibizan settlement of whitewashed buildings and cobbled streets. You&#8217;ll enjoy a quick walking tour and you&#8217;ll have some time to wander around on your own too. Afterwards it&#8217;s on to the famous resort of San Antonio where you&#8217;ll be free to roam the palm-lined promenade that skirts the harbour. Swapping town for countryside you&#8217;ll drive to San Miguel and Portinatx later on and there&#8217;ll also be a photo stop in the bohemian village of San Carlos. The last pit stop is in Santa Eulalia. Remember to bring your camera because you&#8217;re in for cinematic views of the island from the hilltop church of Puig de Missa.
970723,100,Excursion duration,8hrs
970723,118,Maximum Participation,100
970724,20,Unit Name,Adventure in Aguamar
970724,80,Intro,This ticket gets you entry to Ibiza&#8217;s biggest waterpark. You&#8217;ll take a scenic drive to Aguamar in the island&#8217;s popular resort of Playa d&#8217;en Bossa. You&#8217;ll find something for everyone at this place. If you want to swim or sunbathe there&#8217;s a huge arc-shaped pool in the centre with smaller paddling pools around it and a line-up of sunbeds around its edge. When you want to up the ante the collection of slides includes an eight-lane racer a kamikaze-style drop slide and The Black Hole which requires you to double up in two-person dinghies. There&#8217;s an on-site caf&#233; too so you can refuel once you&#8217;ve worked up an appetite.
970724,100,Excursion duration,6hrs
970724,118,Maximum Participation,75
974983,20,Unit Name,Ancitent Temples of Koh Samui
974983,80,Intro,There&#8217;s more to Koh Samui than beaches &#8211; this tour introduces you to the island&#8217;s spiritual side. You&#8217;ll hop between three of its most important temples or wats. First up is the Khunaram Temple. It&#8217;s the sunglass-wearing mummified monk here that gets tourists talking. He died 30 years ago sitting in the meditation position and his body shows little signs of decay. Next it&#8217;s onto the hilltop Big Buddha Temple. Like the name suggests this place lines up a big golden Buddha as well as great sea views. Just down the hill you&#8217;ve got Wat Plai Laem. Built in 2004 this temple&#8217;s a colourful modern take on a Thai-Chinese temple. It&#8217;s dominated by two giant statues &#8211; one of a fat laughing Buddha the other of an 18-arm goddess. And it&#8217;s surrounded by a huge lake which is teeming with catfish &#8211; you can buy fish food from one of the nearby vending machines.
974983,100,Excursion duration,4hrs
974983,118,Maximum Participation,45
974984,20,Unit Name,Landmarks of Koh Samui
974984,80,Intro,This tour is Koh Samui in a nutshell &#8211; visiting villages temples and beaches. On the way to your first stop you&#8217;ll pass traditional houses and rubber plantations. Then you&#8217;ll pull up at the Hin Ta Hin Yai rock formations. You might need to use your imagination for this one. The rocks &#8211; which are named Grandpa and Grandma &#8211; supposedly resemble female and male genitalia. Legend has it they were formed from the bodies of an elderly couple who died at sea. There&#8217;s a complete change of scene next with a visit to the Big Buddha Temple. This place has its own island &#8211; connected to Koh Samui via a causeway. The huge golden Buddha statue sits at the top of hundreds of steps but you&#8217;ll be rewarded with a close-up look and far-reaching sea views. After all this sightseeing you can relax on the island&#8217;s longest belt of sand Chaweng Beach.
974984,100,Excursion duration,4.5hrs
974984,118,Maximum Participation,45
974985,20,Unit Name,Chaweng Beach on your own
974985,80,Intro,If relaxing on a dove-white beach is your idea of a great day out this is the trip for you. You&#8217;ll be dropped off on Koh Samui&#8217;s most in-demand stretch &#8211; Chaweng Beach &#8211; and left to your own devices. There&#8217;s plenty to fill your day here whether it&#8217;s long barefoot walks watersports or sipping fresh coconut in an oceanfront bar. Just behind the sands you&#8217;ve got a road packed out with cheap-and-cheerful souvenir shops too. And you only need to venture slightly inland before you hit the bigger shops &#8211; we&#8217;re talking three-storey malls and bustling markets. Turn your attention back to the sands meanwhile and you&#8217;ll find there&#8217;s lots of elbow room. Here the talc-soft sands stretch on for over four miles so you only need to go on a short stroll to escape the crowds. You&#8217;ll be picked up at the time you agreed on arrival for a transfer back to the ship.
974985,100,Excursion duration,4.5hrs
974985,118,Maximum Participation,45
974986,20,Unit Name,Day at a beachfront hotel - the Imperial Boat House Beach Resort
974986,80,Intro,You&#8217;ll get to spend the day in the lap of luxury on this tour. The Imperial Boat House Beach Resort is hidden away on Koh Samui&#8217;s northern tip. It&#8217;s got tropical retreat written all over it surrounded by rainforest and fronted by tranquil Choeng Mon Beach. You&#8217;ll have free rein of the swanky hotel&#8217;s hot tubs and two pools &#8211; the main sea-facing one&#8217;s shaped like a boat. Plus you can swap pool for beach taking up a spot on the milk-coloured sands. For lunch you can tuck into a top-quality buffet spread. This includes everything from salads and stir-frys to fried rice and grilled seafood. After try desserts like deep-fried banana in honey and mango with sticky rice. At the end of the day you&#8217;ll hop on a transfer back to the ship.
974986,100,Excursion duration,5hrs
974986,118,Maximum Participation,20
974987,20,Unit Name,Ang Thong Marine Park by Speedboat
974987,80,Intro,A day of island-hopping is on the agenda today. Ang Thong National Marine Park is made up of 40-plus islands sprinkled like splashes of paint in the Gulf of Thailand. First you&#8217;ll drop in on Paluay Island &#8211; one of only two inhabited islands in the archipelago. You&#8217;ll get to see the village that the local sea gypsies call home. Then you can relax on the isle&#8217;s pristine powder-white beach before grabbing some lunch at an authentic restaurant. You&#8217;ll travel in style on a speedboat to your next stop Mae Koh Island. The big name around here is Talay Nai &#8211; a landlocked saltwater lake with emerald-shaded waters. Next it&#8217;s on to Wua Talap Island. The viewpoint here offers top-rated panoramas of the surrounding limestone islands. If you&#8217;re lucky you&#8217;ll be joined on your climb by playful monkeys. Plus the coconut tree-fringed beach provides an alternative to hiking.
974987,100,Excursion duration,7hrs
974987,118,Maximum Participation,4
974988,20,Unit Name,Koh Samuis Sands and Spiritual Sites
974988,80,Intro,This day out combines what Koh Samui does best &#8211; beaches and temples. First up is Wat Khunaram which is home to a mummified monk. The well-preserved body of Luang Pho Daeng &#8211; who died while meditating &#8211; sits in a glass casket surrounded by flowers candles and incense sticks. Next you&#8217;ll visit the Big Buddha Temple which does exactly what it says on the tin. A giant golden Buddha sits at the top of a staircase. You can climb it for sweeping views of the island&#8217;s beach-hemmed shoreline. The last temple is Wat Plai Laem. This one&#8217;s a scenic number &#8211; a huge 18-arm goddess statue sits in the middle of a catfish-filled lake. It&#8217;s joined by a fat laughing Buddha statue. Later it&#8217;s time to make the most of Koh Samui&#8217;s coastline at the Imperial Boat House Beach Resort. Here you can relax pool or beachside before filling up with a buffet lunch.
